"id","sentence","aspect","opinion"
"394","Aside from the Sea Urchin , the chef recommended an assortment of fish including Fatty Yellow Tail , Boton Shrimp , Blue Fin Torro ( Fatty Tuna ) , Sea Eel , etc .","Fatty Yellow Tail","recommended"
"394","Aside from the Sea Urchin , the chef recommended an assortment of fish including Fatty Yellow Tail , Boton Shrimp , Blue Fin Torro ( Fatty Tuna ) , Sea Eel , etc .","Boton Shrimp","recommended"
"394","Aside from the Sea Urchin , the chef recommended an assortment of fish including Fatty Yellow Tail , Boton Shrimp , Blue Fin Torro ( Fatty Tuna ) , Sea Eel , etc .","Sea Eel","recommended"
"394","Aside from the Sea Urchin , the chef recommended an assortment of fish including Fatty Yellow Tail , Boton Shrimp , Blue Fin Torro ( Fatty Tuna ) , Sea Eel , etc .","Sea Urchin","recommended"
"394","Aside from the Sea Urchin , the chef recommended an assortment of fish including Fatty Yellow Tail , Boton Shrimp , Blue Fin Torro ( Fatty Tuna ) , Sea Eel , etc .","Blue Fin Torro ( Fatty Tuna )","recommended"
"1483","They 're also friendlier here , especially the owner , Kenny .","owner","friendlier"
"2945","While the room is not particularly comfortable , once you 're seated you 'll forget about everything except what 's on your plate .","room","not particularly comfortable"
"1701","Winnie and her staff are the best crew you can find serving you .","crew","best"
"1701","Winnie and her staff are the best crew you can find serving you .","staff","best"
"464","The ambiance is minimal the food is not phenomenal , but some dishes are quite good , such as the eggplant parmesan , veal in carozza chicken saltimbocca .","ambiance","minimal"
"464","The ambiance is minimal the food is not phenomenal , but some dishes are quite good , such as the eggplant parmesan , veal in carozza chicken saltimbocca .","food","not phenomenal"
"464","The ambiance is minimal the food is not phenomenal , but some dishes are quite good , such as the eggplant parmesan , veal in carozza chicken saltimbocca .","dishes","good"
"464","The ambiance is minimal the food is not phenomenal , but some dishes are quite good , such as the eggplant parmesan , veal in carozza chicken saltimbocca .","eggplant parmesan","good"
"464","The ambiance is minimal the food is not phenomenal , but some dishes are quite good , such as the eggplant parmesan , veal in carozza chicken saltimbocca .","veal in carozza chicken saltimbocca","good"
"2539","The bar has various selections and the mixed drink special is a catcher ! 2 for 1 's .","bar","various"
"2539","The bar has various selections and the mixed drink special is a catcher ! 2 for 1 's .","mixed drink special","catcher"
"2580","If it is n't for the food ( A+++ ) , it must be the service or the ambience .","food","( A+++ )"
"3341","During the course of the past 3 months , the chef and staff changed and it was not for the better .","chef","changed"
"3341","During the course of the past 3 months , the chef and staff changed and it was not for the better .","staff","changed"
"722","I like the ambience , it 's very dark and original .","ambience","like dark original"
"3685","Overall , not worth the money .","money","not worth"
"346","This place is not worth the prices .","prices","not worth"
"1231","Pick a bagel has the best bagels in the city .","bagels","best"
"1676","You are paying for the atmosphere , which is nice , but can be had in numerous places in Bay Ridge .","atmosphere","nice"
"3666","Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken .","waiting area","no"
"3666","Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken .","seat","all taken"
"3666","Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken .","bar","small"
"2210","The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .","food","spicy"
"2210","The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .","dish","barely"
"2210","The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .","spice","took away"
"1699","The fried dumplings are GREAT !","fried dumplings","GREAT"
"147","This place has the best Chinese style BBQ ribs in the city .","BBQ ribs","best"
"862","The decor is very simple but comfortable .","decor","simple comfortable"
"3638","We figured we never had Argentinian Pizza before so we grabbed our lunch there , sharing a large Pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .","Pelligrino","large"
"3638","We figured we never had Argentinian Pizza before so we grabbed our lunch there , sharing a large Pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .","goat cheese","excellent"
"3638","We figured we never had Argentinian Pizza before so we grabbed our lunch there , sharing a large Pelligrino , a pizza of two of their specials , one was goat cheese the other blue cheese , and both were excellent .","blue cheese","excellent"
"3088","The ' kamasutra ' and ' bombay cosmopolitan ' are excellent and will have you tipsy in no time .","kamasutra","excellent"
"3088","The ' kamasutra ' and ' bombay cosmopolitan ' are excellent and will have you tipsy in no time .","bombay cosmopolitan","excellent"
"3364","This is the perfect date spot for Williamsburg couples .","date spot","perfect"
